Ticker,net_income_loss_attributable_to_noncontrolling_interest,other_operating_expenses,cost_of_revenue,benefits_costs_expenses,income_loss_from_continuing_operations_before_tax,depreciation_and_amortization,income_tax_expense_benefit,participating_securities_distributed_and_undistributed_earnings_loss_basic,nonoperating_income_loss,net_income_loss_available_to_common_stockholders_basic,income_loss_from_continuing_operations_after_tax,provision_for_loan_lease_and_other_losses,diluted_average_shares,preferred_stock_dividends_and_other_adjustments,net_income_loss,basic_average_shares,gross_profit,operating_income_loss,net_income_loss_attributable_to_parent,basic_earnings_per_share,operating_expenses,costs_and_expenses,revenues,diluted_earnings_per_share,equity_attributable_to_noncontrolling_interest,assets,equity_attributable_to_parent,other_noncurrent_liabilities,current_liabilities,fixed_assets,long_term_debt,equity,accounts_payable,inventory,current_assets,other_noncurrent_assets,liabilities,noncurrent_assets,other_current_assets,noncurrent_liabilities,liabilities_and_equity,other_current_liabilities,comprehensive_income_loss_attributable_to_parent,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_noncontrolling_interest,net_cash_flow_continuing,net_cash_flow_from_investing_activities,net_cash_flow,net_cash_flow_from_investing_activities_continuing,net_cash_flow_from_financing_activities_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_financing_activities,net_cash_flow_from_operating_activities_continuing,exchange_gains_losses,research_and_development,intangible_assets,accounts_receivable,wages,selling_general_and_administrative_expenses,interest_expense_operating,income_loss_from_discontinued_operations_net_of_tax,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,income_loss_before_equity_method_investments,income_tax_expense_benefit_deferred,income_loss_from_equity_method_investments,undistributed_earnings_loss_allocated_to_participating_securities_basic,income_tax_expense_benefit_current,cash,interest_income_expense_after_provision_for_losses,interest_income_expense_operating_net,other_comprehensive_income_loss_attributable_to_parent,common_stock_dividends,temporary_equity,redeemable_noncontrolling_interest,temporary_equity_attributable_to_parent,interest_and_dividend_income_operating,cost_of_revenue_goods,prepaid_expenses,net_cash_flow_from_investing_activities_discontinued,noninterest_expense,noninterest_income,interest_and_debt_expense,commitments_and_contingencies,cost_of_revenue_services,net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_loss_from_discontinued_operations_net_of_tax_during_phase_out,redeemable_noncontrolling_interest_preferred,noncurrent_prepaid_expenses,net_income_loss_attributable_to_redeemable_noncontrolling_interest,interest_payable,redeemable_noncontrolling_interest_common,other_comprehensive_income_loss_attributable_to_noncontrolling_interest,other_operating_income_expenses,income_loss_from_discontinued_operations_net_of_tax_gain_loss_on_disposal,long_term_investments,net_cash_flow_from_financing_activities_discontinued,stockPrice,totalShares,totalEmployees,grossMargin,netProfitMargin,peRatio,priceToBookRatio,debtToEquity,marketCap,currentRatio,cashAndCashEquivalents,ROA,returnOnEquity,ROIC,researchAndDevelopment,incomeTaxExpenses,beta,quickRatio,enterpriseValue,enterpriseToRevenue,sector,industry,volume,quoteType,priceVolume,earningsYield,profitPerEmployee,grossMarginCheck1,grossMarginCheck2,netProfitMarginCheck1,netProfitMarginCheck2,peTimesPriceToBookRatioCheck,marketCapCheck,currentRatioCheck,ROACheck,returnOnEquityCheck,ROICCheck,researchAndDevelopmentCheck,incomeTaxExpensesCheck,betaCheck,priceVolumeCheck,earningsYieldCheck,profitPerEmployeeCheck,totalPasses
PMTS,0,N/A,351152000,495803000,19773000,5223000,5401000,0,N/A,14372000,14372000,N/A,35811768,0,14372000,33908342,164424000,52485000,14372000,1.2800000000000002,111939000,495803000,515576000,1.1999999999999997,0,407060000,-25659000,41832000,82454000,N/A,308433000,-25659000,29387000,85128000,211343000,175973000,432719000,195717000,126215000,350265000,407060000,53067000,14372000,2308000,14372000,0,1305000,-61192000,1305000,-61192000,15925000,46572000,15925000,46572000,N/A,N/A,19744000,N/A,N/A,106716000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.21,11387538,1500,0.3189132155104194,2.7875618725464335,12.675000000000004,-6.750241746755525,0,173204452.98000002,2.5631624906008197,0,3.530683437331106,0,5.082504049170009,0,27.315025539877613,1.189,N/A,481637452.98,0.9341735320883827,Financial Services,Credit Services,24638,EQUITY,374743.98000000004,1.2757279308653464,9581.333333333334,1,0,0,0,1,0,1,0,0,0,1,1,0,1,-3,0.18243309037363117,3.1824330903736313
CAAS,8241000,18600000,564935000,634212000,44423000,N/A,7086000,0,N/A,28834000,37337000,N/A,90540917,0,37090000,90540917,113700000,39244000,28834000,0.96,79396000,634212000,678635000,0.96,41616000,845352000,357548000,N/A,442041000,108079000,N/A,399164000,N/A,122440000,596788000,140485000,446188000,248564000,474348000,4147000,845352000,N/A,23469000,-5855000,31235000,7751000,-43882000,-64670000,-45318000,-64670000,3373000,17415000,3373000,17415000,-1436000,31050000,N/A,N/A,N/A,29746000,N/A,N/A,N/A,N/A,44423000,N/A,-247000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.19,30170702,4414,0.1675421986782291,5.46538271677706,4.364583333333334,0.31670000646350877,1.1178062149893278,126415241.38000001,1.3500738619268349,0,4.387521411199121,9.291920113036246,9.353799440831336,27.308707124010557,15.95119645228823,0.861,N/A,126415241.38000001,0.18627869381921064,Consumer Cyclical,Auto Parts,14697,EQUITY,61580.43000000001,2.2140245365468267,8402.80924331672,0,0,0,0,1,0,0,0,0,0,1,1,0,1,-1,0.1601057215459445,3.1601057215459445
FCCO,0,N/A,N/A,-22932000,23850000,N/A,5243000,-4526469,N/A,23133469,18607000,643000,23257105,-4526469,18607000,22929055,N/A,23850000,18607000,2.43,-22932000,-22932000,918000,2.4,0,2066598000,161568000,N/A,1905030000,29203000,N/A,161568000,N/A,N/A,2066598000,N/A,1905030000,0,N/A,0,2066598000,N/A,21657000,21657000,21657000,0,22095000,-91544000,22095000,-91544000,102602000,11037000,102602000,11037000,N/A,N/A,N/A,N/A,N/A,N/A,35666000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58922000,59565000,3050000,0.61,N/A,N/A,N/A,95231000,N/A,N/A,N/A,51337000,16265000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.76,7689694,272,0,2026.9063180827884,12.4,1.4164023410576352,11.790886809269162,228845293.44,1.0848112628147588,2066598000,0.9003686251510937,11.516513170924936,11.516513170924936,NaN,21.9832285115304,0.381,N/A,-1837752706.56,-2001.9092664052287,Financial Services,Banks - Regional,16820,EQUITY,500563.2,1.2961498811238197,68408.08823529411,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,1.1458428311245372,3.145842831124537
VIRC,0,N/A,119505000,196372000,5570000,N/A,1708000,0,N/A,3862000,3862000,N/A,15756000,0,3862000,15747000,82437000,5465000,3862000,0.2600000000000001,76972000,196372000,201942000,0.2600000000000001,0,181537000,113635000,39644000,24314000,35453000,3944000,113635000,5715000,53087000,96795000,49289000,67902000,84742000,43708000,43588000,181537000,12530000,5448000,5448000,5448000,0,-12349000,-5888000,-12349000,-5888000,-8151000,1690000,-8151000,1690000,N/A,N/A,N/A,N/A,6069000,76972000,148000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.43,15761141,810,0.40822117241584216,1.912430301769815,24.73076923076922,0.891839104413253,0.5975447705372464,101344136.63,3.9810397301965947,0,2.1273900086483746,3.3986007832093983,3.284600141181673,0,30.66427289048474,0.219,N/A,105288136.63,0.5213781017816996,Consumer Cyclical,"Furnishings, Fixtures & Appliances",38264,EQUITY,246037.52,0.7338723925752636,4767.901234567901,1,1,0,0,1,0,1,0,0,0,1,1,0,1,-4,0.0909912978918799,3.09099129789188
LARK,0,N/A,N/A,59610000,19521000,N/A,2204000,0,N/A,17317000,17317000,3250000,5833330000,0,17317000,5787192000,N/A,19521000,17317000,3,59610000,59610000,79131000,2.98,0,1617075000,155727000,N/A,1461348000,19449000,N/A,155727000,N/A,N/A,1617075000,N/A,1461348000,0,N/A,0,1617075000,N/A,20378000,3061000,20378000,0,2736000,-50446000,2736000,-50446000,35506000,17676000,35506000,17676000,N/A,N/A,N/A,N/A,N/A,N/A,3020000,N/A,N/A,N/A,N/A,-1008000,N/A,N/A,N/A,N/A,49945000,53295000,N/A,N/A,N/A,N/A,N/A,79131000,N/A,N/A,N/A,44847000,14423000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.53,6074231,287,0,21.88396456508827,9.238255033557047,1.0738252161153816,9.384037450153153,167223579.43,1.1065639395954967,1617075000,1.0708841581250097,11.12010120274583,11.12010120274583,NaN,11.290405204651401,0.261,N/A,-1449851420.57,-18.322167299414893,Financial Services,Banks - Regional,4027,EQUITY,110863.31,1.5755820185507496,60337.979094076654,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-2,1.0368644100018467,3.0368644100018467
ACR,2359000,69724000,N/A,50309000,31034000,74000,73000,0,19489000,7281000,30961000,-7609000,7542737,0,30961000,7196420,N/A,11545000,7281000,0.98,69798000,69798000,81343000,0.94,1573000,1688647000,432928000,N/A,1254146000,N/A,1193801000,434501000,N/A,N/A,1688647000,N/A,1254146000,0,N/A,0,1688647000,N/A,8874000,1593000,32554000,23680000,-28355000,328802000,-28355000,328802000,-355700000,-1457000,-355700000,-1457000,N/A,N/A,6442000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33725000,N/A,-2691000,N/A,N/A,N/A,38746000,31137000,1593000,N/A,N/A,N/A,N/A,120129000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2359000,N/A,N/A,N/A,N/A,21.65,7285680,4,0,38.062279483176184,23.03191489361702,0.3630255672599142,2.886405324728827,157734972,1.3464516890377993,1688647000,1.833479702981144,7.125645280448147,1.9014286047674203,NaN,0.23522588129148678,1.218,N/A,-337111028,-4.144315159263858,Real Estate,REIT - Mortgage,15751,EQUITY,341009.14999999997,0.7823176067515576,7740250,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-4,2.975326984688335,2.975326984688335
SBFG,0,N/A,N/A,29839000,16799000,N/A,3108000,9854000,N/A,13663000,13691000,1032000,6403000,28000,13691000,6379000,N/A,16799000,13691000,2.12,29839000,29839000,46638000,2.1100000000000003,0,1496263000,136939000,N/A,1359324000,21764000,N/A,136939000,N/A,N/A,1496263000,N/A,1359324000,0,N/A,0,1496263000,N/A,15149000,15149000,15149000,0,35677000,-19068000,35677000,-19068000,33020000,21725000,33020000,21725000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9826000,N/A,N/A,45606000,46638000,N/A,0.5900000000000001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46763000,17956000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.89,6240963,252,0,29.355890046743,10.374407582938387,0.9976316467186119,9.926492817970045,136614680.07,1.100740515138407,1496263000,0.9150129355601255,9.997882268747398,9.997882268747398,NaN,18.501101256027145,0.237,N/A,-1359648319.93,-29.153229553797335,Financial Services,Banks - Regional,9354,EQUITY,204759.06,1.4649076748038319,54329.36507936508,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,0.9504984146185047,2.9504984146185045
CFBK,0,N/A,N/A,100063000,19857000,N/A,3635000,946000,N/A,15749000,16222000,8459000,12668057,473000,16222000,6287593,N/A,19857000,16222000,2.5100000000000002,100063000,100063000,119920000,2.49,0,2111017000,179291000,N/A,1931726000,3616000,N/A,179291000,N/A,N/A,2111017000,N/A,1931726000,0,N/A,0,2111017000,N/A,16773000,16773000,16773000,0,38841000,-12107000,38841000,-12107000,22673000,28275000,22673000,28275000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-246000,N/A,474000,N/A,N/A,44774000,53233000,551000,N/A,N/A,N/A,N/A,119920000,N/A,N/A,N/A,30867000,5950000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.88,6443775,103,0,13.527351567711806,10.393574297188755,0.9301353497944681,10.774249683475468,166764897,1.092813887683864,2111017000,0.7684447827753164,9.047860740360642,9.047860740360642,NaN,18.305887092712897,0.473,N/A,-1944252103,-16.212909464643097,Financial Services,Banks - Regional,32480,EQUITY,840582.4,1.4631463210619737,157495.14563106795,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-3,1.9195631423176802,2.9195631423176804
CFFI,133000,100827000,N/A,104795000,32212000,3968000,5908000,0,N/A,26171000,26304000,11500000,3212888,0,26304000,3212888,N/A,32212000,26171000,8.079999999999998,104795000,104795000,137007000,8.079999999999998,604000,2711292000,253283000,N/A,2457405000,39259000,N/A,253887000,N/A,N/A,2711292000,N/A,2457405000,0,N/A,0,2711292000,N/A,31237000,5066000,31370000,133000,46898000,-136531000,46898000,-136531000,125674000,57755000,125674000,57755000,N/A,N/A,N/A,N/A,N/A,N/A,4032000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92292000,103792000,N/A,N/A,N/A,N/A,N/A,148621000,N/A,N/A,N/A,93295000,33215000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.2,3238232,545,0,19.199019028224836,8.811881188118814,0.908128885685364,9.67912890380366,230562118.4,1.1033150823734794,2711292000,0.9701647775304172,10.360514717177328,10.360514717177328,NaN,18.34099093505526,0.345,N/A,-2480729881.6,-18.106592229594106,Financial Services,Banks - Regional,2241,EQUITY,159559.2,1.6204626917334546,48264.220183486235,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-2,0.8587972600725238,2.8587972600725235
BOTJ,0,N/A,N/A,-5651000,9726000,N/A,1809000,0,N/A,7917000,7917000,-372000,4543338,0,7917000,4543338,N/A,9726000,7917000,1.75,-5651000,-5651000,4075000,1.75,0,1020125000,76972000,N/A,943153000,18834000,N/A,76972000,N/A,N/A,1020125000,N/A,943153000,0,N/A,0,1020125000,N/A,9956000,9956000,9956000,0,-23756000,-34590000,-23756000,-34590000,-738000,11572000,-738000,11572000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32327000,31955000,2039000,N/A,N/A,N/A,N/A,46279000,N/A,N/A,N/A,37944000,15343000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.21,4543338,173,0,194.28220858895708,10.405714285714286,1.0748607932754768,12.253195967364755,82734184.98,1.0816113610411036,1020125000,0.7760813625781154,10.285558384867224,10.285558384867224,NaN,18.599629858112277,0.105,N/A,-937390815.02,-230.03455583312882,Financial Services,Banks - Regional,430,EQUITY,7830.3,1.4620324425173143,45763.00578034682,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,0.8196752135740895,2.8196752135740892
FRD,0,N/A,496121000,495532000,14918000,3457000,3457000,49000,10000,11345000,11461000,N/A,N/A,49000,11461000,N/A,14329000,14587000,11461000,1.62,54048000,496343000,510450000,1.62,0,311289000,139273000,N/A,71377000,73181000,N/A,139273000,N/A,161566000,231325000,6783000,172016000,79964000,69759000,100639000,311289000,68411000,11461000,4193000,11461000,0,2538000,-50371000,2538000,-50371000,46120000,6789000,46120000,6789000,N/A,N/A,N/A,N/A,2966000,19467000,2835000,N/A,N/A,N/A,N/A,206000,N/A,N/A,3251000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.67,7112182,271,0.02807130962875894,2.2452737780389853,12.75925925925926,1.0555441610362384,1.2350994090742642,147008801.94,3.240889922524062,0,3.681787663553804,8.229161431146023,8.229161431146023,0,23.173347633731062,1.555,N/A,147008801.94,0.28799843655598,Basic Materials,Steel,10320,EQUITY,213314.40000000002,1.2695793539484974,42291.512915129155,0,0,0,0,1,0,1,0,0,0,1,1,0,1,-3,0.7641412417900573,2.7641412417900573
FUSB,0,N/A,N/A,7953000,7322000,N/A,1745000,0,N/A,5577000,5577000,4281000,18121018,0,5577000,11647122,N/A,-982000,5577000,0.96,16257000,7953000,15275000,0.9299999999999999,0,1147175000,104238000,N/A,1042937000,26499000,10927000,104238000,N/A,N/A,1147175000,N/A,1042937000,0,N/A,0,1147175000,N/A,8514000,2937000,8514000,0,-27619000,-78654000,-27619000,-78654000,38706000,12329000,38706000,12329000,N/A,N/A,N/A,N/A,N/A,N/A,21790000,N/A,N/A,N/A,N/A,98000,N/A,N/A,N/A,N/A,32502000,36783000,N/A,N/A,N/A,N/A,N/A,58573000,N/A,N/A,N/A,28746000,3566000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.64,5766888,151,0,36.51063829787234,14.666666666666668,0.7546226167040812,10.005343540743299,78660352.32000001,1.0999465931307453,1147175000,0.48615076165362736,5.3502561445921835,4.8426171145747405,NaN,23.83228626058454,0.295,N/A,-1057587647.68,-69.23650721309329,Financial Services,Banks - Regional,1367,EQUITY,18645.88,1.1428958992402987,36933.774834437085,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,0.6757030451380035,2.6757030451380035
TSBK,0,N/A,N/A,0,100701000,N/A,6780000,0,N/A,27070000,27070000,1203000,7934751,0,27070000,7901232,N/A,N/A,27070000,3.41,N/A,0,100701000,3.39,0,1957192000,256664000,N/A,1700528000,21490000,N/A,256664000,N/A,N/A,1957192000,N/A,1700528000,0,N/A,0,1957192000,N/A,26275000,-795000,26275000,0,34714000,-21045000,34714000,-21045000,29067000,26692000,29067000,26692000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67149000,68352000,N/A,N/A,N/A,N/A,N/A,100701000,N/A,N/A,N/A,44490000,11191000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.82,7880773,280,0,26.881560262559457,10.566371681415928,1.0998398250631174,6.625502602624443,282289288.86,1.150931945842703,1957192000,1.3831039570977195,10.546862824548827,10.546862824548827,NaN,6.732803050615188,0.349,N/A,-1674902711.1399999,-16.632433750806843,Financial Services,Banks - Regional,11170,EQUITY,400109.4,1.4474181965976682,96678.57142857143,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-3,1.4677501299316014,2.467750129931601
FLXS,0,N/A,345982000,101061000,130697000,N/A,7007000,0,N/A,23341000,23341000,N/A,16557000,0,23341000,15834000,101523000,29555000,23341000,4.43,71968000,417559000,447505000,4.11,0,281474000,172184000,N/A,58506000,36440000,N/A,172184000,N/A,86972000,175367000,69667000,109290000,106107000,88395000,50784000,281474000,52617000,23341000,0,23341000,0,32845000,7347000,32845000,7347000,-13197000,38695000,-13197000,38695000,N/A,N/A,N/A,N/A,5889000,67335000,19000,N/A,N/A,N/A,N/A,-499000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.81,5340446,1400,0.22686450430721444,5.215807644607323,9.929440389294404,1.2657598920921806,0.6347279654323282,217943601.26000002,2.9974190681297643,0,8.292417772156575,13.5558472331924,13.5558472331924,0,5.361255422848267,0.565,N/A,217943601.26000002,0.4870193657277573,Consumer Cyclical,"Furnishings, Fixtures & Appliances",34967,EQUITY,1427003.27,1.5067617737489993,16672.14285714286,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-2,0.31551250020768745,2.3155125002076873
FINW,0,56853000,N/A,61640000,19964000,4787000,4995000,1274000,N/A,14332000,14969000,24738000,13591557,637000,14969000,12802126,N/A,19964000,14969000,1.12,61640000,61640000,81604000,1.05,0,899929000,187765000,N/A,712164000,N/A,N/A,187765000,N/A,N/A,899929000,N/A,712164000,0,N/A,0,899929000,N/A,14679000,-290000,14679000,0,19859000,-137420000,19859000,-137420000,193123000,-35844000,193123000,-35844000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,637000,N/A,N/A,38404000,63142000,N/A,N/A,N/A,N/A,N/A,81604000,N/A,N/A,N/A,60242000,41802000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.84,13586921,196,0,18.343463555708052,16.99047619047619,1.2909257350411418,3.7928474422815754,242390670.64,1.2636541583118495,899929000,1.663353442327117,7.972199291667777,7.972199291667777,NaN,25.02003606491685,0.821,N/A,-657538329.36,-8.05767277780501,Financial Services,Banks - Regional,6611,EQUITY,117940.24,1.0159859457197524,76372.44897959183,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-3,1.2456619556688144,2.2456619556688144
BPRN,0,N/A,N/A,109870000,22586000,N/A,4827000,0,N/A,17759000,17759000,6992000,394620,0,17759000,6967000,N/A,22586000,17759000,2.62,109870000,109870000,132456000,2.6,0,2229090000,266607000,N/A,1962483000,17148000,0,266607000,N/A,N/A,2229090000,N/A,1962483000,0,N/A,0,2229090000,N/A,18015000,18015000,18015000,0,-108166000,9669000,-108166000,9669000,-131533000,13698000,-131533000,13698000,N/A,N/A,N/A,N/A,N/A,N/A,58000,N/A,N/A,N/A,N/A,1372000,N/A,N/A,N/A,N/A,68201000,75193000,256000,N/A,N/A,N/A,N/A,132456000,N/A,N/A,N/A,53991000,8376000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.28,6762859,241,0,13.40747116023434,13.569230769230769,0.894926485501131,7.3609582644116625,238593665.52,1.1358518774430149,2229090000,0.7966928208372026,6.6611154245762485,6.6611154245762485,NaN,21.37164615248384,0.509,N/A,-1990496334.48,-15.027604143866643,Financial Services,Banks - Regional,6084,EQUITY,214643.52000000002,1.2129594462225515,73688.79668049792,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-3,1.2128684937475616,2.2128684937475613
BCML,0,N/A,N/A,103952000,31231000,N/A,8038000,0,N/A,23193000,23193000,3415000,21952432,0,23193000,21952432,N/A,31231000,23193000,2.1,103952000,103952000,135183000,2.1,0,2603787000,334269000,N/A,2269518000,13577000,N/A,334269000,N/A,N/A,2603787000,N/A,2269518000,0,N/A,0,2603787000,N/A,26399000,3206000,26399000,0,-72838000,-120804000,-72838000,-120804000,16985000,30981000,16985000,30981000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,89608000,93023000,N/A,N/A,N/A,N/A,N/A,135183000,N/A,N/A,N/A,63665000,5288000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.37,10897763,324,0,17.1567430816005,14.461904761904762,0.9901159315102507,6.789495885050663,330965062.31,1.1472863400951214,2603787000,0.8907410629210454,6.938423844269137,6.938423844269137,NaN,25.737248246934136,0.352,N/A,-2272821937.69,-16.81292720009173,Financial Services,Banks - Regional,9659,EQUITY,293343.83,1.155425565272041,71583.33333333333,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-3,1.1865450031309699,2.18654500313097
CCEL,0,N/A,1801419,6639436,1185996,185693,436588,0,-714540,749408,749408,N/A,8073654,0,749408,8057780,6024013,1900536,749408,0.09,4123477,5924896,7825432,0.09,0,63169129,-14831399,51162967,18451606,21199002,8385955,-14831399,2611921,655254,11673003,29422895,78000528,51496126,10399819,59548922,63169129,15839685,749408,0,749408,0,127716,1104601,127716,1104601,-3513601,2536716,-3513601,2536716,N/A,61625,874229,N/A,N/A,3876159,538219,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,617930,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.5,8055150,86,0.7697994181024127,9.57657034142013,38.88888888888889,-1.9009012568537869,0,28193025,0.6326280216475466,617930,1.1863516433794743,0,0,1.0229891602159555,36.81192853938799,0.652,N/A,35961050,4.595407640114948,Healthcare,Medical Care Facilities,2604,EQUITY,9114,0.4806924375836995,8714.046511627907,1,1,0,0,1,0,0,0,0,0,1,1,1,1,-5,0.16600668826151085,2.1660066882615108
UBCP,0,32335000,N/A,29756000,7476000,337000,-90000,262000,N/A,7304000,7566000,488000,5449575,262000,7566000,16499374,N/A,7476000,7566000,1.3,29756000,29756000,37232000,1.3,0,866756000,66470000,N/A,800286000,30171000,N/A,66470000,N/A,N/A,866756000,N/A,800286000,0,N/A,0,866756000,N/A,9080000,7231000,9080000,0,7874000,-34464000,7874000,-34464000,33116000,9222000,33116000,9222000,N/A,N/A,N/A,N/A,N/A,N/A,5194000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25427000,25915000,-1428000,0.9099999999999999,N/A,N/A,N/A,40966000,N/A,N/A,N/A,23040000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.79,5774011,115,0,20.321229050279328,11.376923076923076,1.2847543657289,12.039807431924176,85397622.69,1.0830578068340568,866756000,0.8729100231206938,11.382578606890327,11.382578606890327,NaN,-1.2038523274478332,0.413,N/A,-781358377.31,-20.98620480527503,Financial Services,Banks - Regional,2523,EQUITY,37315.17,1.377152498057505,65791.30434782608,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-3,1.1113813128500976,2.1113813128500976
NL,2432000,N/A,111859000,144538000,14466000,N/A,2339000,0,N/A,9695000,12127000,N/A,48856000,0,12127000,48856000,47145000,41493000,9695000,0.19999999999999984,5652000,144538000,159004000,0.19999999999999984,17895000,500202000,375377000,N/A,35174000,23982000,N/A,393272000,3246000,30951000,174300000,301920000,106930000,325902000,143349000,71756000,500202000,31928000,16449000,6754000,18881000,2432000,-52654000,1424000,-52654000,1424000,-30806000,-23272000,-30806000,-23272000,N/A,N/A,N/A,N/A,N/A,25317000,N/A,N/A,N/A,N/A,27120000,2119000,-12654000,N/A,N/A,N/A,N/A,N/A,N/A,0.5599999999999999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.46,48862734,3034,0.296501974793087,7.626852154662776,27.300000000000022,0.6783867848206838,0.2718983299090706,266790527.64,4.955364758059931,0,2.424420534104222,3.0836164283244165,3.0836164283244165,0,16.168947877782387,0.267,N/A,266790527.64,1.6778856358330607,Industrials,Security & Protection Services,19691,EQUITY,107512.86,0.6705933674770748,3997.0336189848385,1,0,0,0,1,0,1,0,0,0,1,1,0,1,-4,0.07629710481788553,2.0762971048178853
