Ticker,gross_profit,net_income_loss_attributable_to_parent,basic_average_shares,provision_for_loan_lease_and_other_losses,cost_of_revenue,nonoperating_income_loss,diluted_earnings_per_share,preferred_stock_dividends_and_other_adjustments,net_income_loss_available_to_common_stockholders_basic,income_tax_expense_benefit,operating_income_loss,costs_and_expenses,revenues,other_operating_expenses,diluted_average_shares,participating_securities_distributed_and_undistributed_earnings_loss_basic,net_income_loss_attributable_to_noncontrolling_interest,basic_earnings_per_share,operating_expenses,income_loss_from_continuing_operations_after_tax,benefits_costs_expenses,net_income_loss,income_loss_from_continuing_operations_before_tax,depreciation_and_amortization,noncurrent_assets,other_noncurrent_liabilities,other_noncurrent_assets,current_liabilities,fixed_assets,long_term_debt,other_current_assets,current_assets,inventory,liabilities,accounts_payable,equity_attributable_to_noncontrolling_interest,assets,liabilities_and_equity,equity_attributable_to_parent,other_current_liabilities,noncurrent_liabilities,equity,other_comprehensive_income_loss,comprehensive_income_loss,comprehensive_income_loss_attributable_to_noncontrolling_interest,comprehensive_income_loss_attributable_to_parent,net_cash_flow_from_financing_activities_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_financing_activities,net_cash_flow_from_operating_activities_continuing,net_cash_flow_continuing,net_cash_flow_from_investing_activities,net_cash_flow,net_cash_flow_from_investing_activities_continuing,exchange_gains_losses,research_and_development,net_cash_flow_discontinued,net_cash_flow_from_operating_activities_discontinued,accounts_receivable,wages,intangible_assets,income_loss_from_discontinued_operations_net_of_tax,interest_expense_operating,selling_general_and_administrative_expenses,income_loss_from_equity_method_investments,income_tax_expense_benefit_current,income_tax_expense_benefit_deferred,income_loss_before_equity_method_investments,undistributed_earnings_loss_allocated_to_participating_securities_basic,cash,interest_income_expense_operating_net,interest_income_expense_after_provision_for_losses,other_comprehensive_income_loss_attributable_to_parent,common_stock_dividends,temporary_equity,redeemable_noncontrolling_interest,temporary_equity_attributable_to_parent,interest_and_dividend_income_operating,cost_of_revenue_goods,prepaid_expenses,net_cash_flow_from_investing_activities_discontinued,noninterest_income,noninterest_expense,interest_and_debt_expense,commitments_and_contingencies,cost_of_revenue_services,net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_loss_from_discontinued_operations_net_of_tax_during_phase_out,redeemable_noncontrolling_interest_preferred,noncurrent_prepaid_expenses,net_income_loss_attributable_to_redeemable_noncontrolling_interest,interest_payable,redeemable_noncontrolling_interest_common,other_comprehensive_income_loss_attributable_to_noncontrolling_interest,other_operating_income_expenses,income_loss_from_discontinued_operations_net_of_tax_gain_loss_on_disposal,long_term_investments,net_cash_flow_from_financing_activities_discontinued,stockPrice,totalShares,totalEmployees,grossMargin,netProfitMargin,peRatio,priceToBookRatio,debtToEquity,marketCap,currentRatio,cashAndCashEquivalents,ROA,returnOnEquity,ROIC,researchAndDevelopment,incomeTaxExpenses,beta,quickRatio,enterpriseValue,enterpriseToRevenue,sector,industry,volume,quoteType,priceVolume,earningsYield,profitPerEmployee,grossMarginCheck1,grossMarginCheck2,netProfitMarginCheck1,netProfitMarginCheck2,peTimesPriceToBookRatioCheck,marketCapCheck,currentRatioCheck,ROACheck,returnOnEquityCheck,ROICCheck,researchAndDevelopmentCheck,incomeTaxExpensesCheck,betaCheck,priceVolumeCheck,earningsYieldCheck,profitPerEmployeeCheck,totalPasses
UTMD,22060000,11622000,9724000,N/A,16572000,N/A,3.54,0,11622000,2995000,11863000,24726000,38632000,N/A,9724000,0,0,3.5399999999999996,10197000,11622000,24726000,11622000,13906000,N/A,25443000,N/A,14051000,3011000,10000000,N/A,88414000,96532000,8118000,3723000,768000,0,121975000,121975000,118252000,2243000,712000,118252000,2170000,13792000,0,13792000,-18114000,14152000,-18114000,14152000,-4233000,-271000,-4185000,-271000,48000,577000,N/A,N/A,N/A,N/A,1392000,N/A,N/A,N/A,N/A,N/A,-583000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.75,3203672,167,0.571029198591841,30.0838682957134,16.031073446327685,1.5374656327165712,0.03148361127084531,181808386,32.0597808037197,0,9.528182004509121,9.82816358285695,9.82816358285695,2.615593834995467,21.537465842082554,0.327,N/A,181808386,4.7061603334023605,Healthcare,Medical Instruments & Supplies,13975,EQUITY,793081.25,6.24%,69592.81437125748,1,1,1,1,1,0,1,1,0,0,1,1,0,1,7,1.1611714396499455,18.161171439649944
FVCB,N/A,21311000,18057150,690000,N/A,N/A,1.17,0,21311000,5895000,27206000,-25637000,1569000,N/A,18396937,0,0,1.17,-25637000,21311000,-25637000,21311000,27206000,N/A,0,N/A,N/A,2069248000,723000,N/A,N/A,2319052000,N/A,2069248000,N/A,0,2319052000,2319052000,249804000,N/A,0,249804000,2090000,23401000,0,23401000,3866000,21116000,3866000,21116000,4866000,-20116000,4866000,-20116000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61758000,61078000,2090000,N/A,N/A,N/A,N/A,117094000,N/A,N/A,N/A,N/A,37036000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.9,18074814,114,0,1358.2536647546208,11.88034188034188,1.0057481649613296,8.283486253222527,251239914.6,1.1207221174069033,2319052000,0.9189530894520691,8.531088373284655,8.531088373284655,NaN,21.66801440858634,0.417,N/A,-2067812085.4,-1317.917199107712,Financial Services,Banks - Regional,8748,EQUITY,121597.2,8.42%,186938.59649122806,0,0,1,1,1,0,0,0,0,0,0,1,0,1,11,2.0618704628182813,18.06187046281828
VABK,N/A,17864000,16162652,-70000,N/A,N/A,3.3,0,17864000,4483000,22347000,54564000,76911000,N/A,16250055,0,0,3.3200000000000003,54564000,17864000,54564000,17864000,22347000,N/A,0,N/A,N/A,1429073000,11775000,N/A,N/A,1606432000,N/A,1429073000,N/A,0,1606432000,1606432000,177359000,N/A,0,177359000,5288000,18983000,0,18983000,-27466000,18167000,-27466000,18167000,3930000,13229000,3930000,13229000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50397000,50348000,1119000,1.38,N/A,N/A,N/A,76911000,N/A,N/A,N/A,6690000,34691000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.88,5393139,146,0,23.226846614918543,12.387878787878789,1.24308054465801,8.057516111389893,220471522.32000002,1.1241077257774794,1606432000,1.112029640843808,10.072226388285905,10.072226388285905,NaN,20.060858280753568,0.423,N/A,-1385960477.68,-18.0203153993577,Financial Services,Banks - Regional,2525,EQUITY,103222,8.07%,122356.16438356164,0,0,1,1,1,0,0,0,0,0,0,1,0,1,11,1.6913782070753034,17.691378207075303
SMLR,6855000,16902000,14848408,N/A,636000,29193000,1.07,0,16902000,6901000,-5390000,12881000,7491000,12158000,16545198,0,0,1.14,12245000,16902000,-16312000,16902000,23803000,88000,543171000,N/A,N/A,27216000,N/A,N/A,53021000,53506000,485000,136928000,200000,0,596677000,596677000,459749000,23572000,109712000,459749000,0,16902000,0,16902000,77424000,-32950000,77424000,-32950000,-3305000,-47779000,-3305000,-47779000,N/A,N/A,N/A,N/A,N/A,3444000,N/A,N/A,N/A,N/A,N/A,N/A,7133000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.695,15285092,79,0.9150981177412896,225.63075690828995,15.602803738317757,0.5550520195584983,0.2978320779381793,255184610.94,1.965975896531452,0,2.832688372436008,3.6763538365499433,3.6763538365499433,0,28.99214384741419,1.35,N/A,255184610.94,34.06549338406087,Healthcare,Medical Devices,168939,EQUITY,2820436.605,6.41%,213949.3670886076,1,1,1,1,1,0,1,0,0,0,1,1,0,0,7,2.164953293986712,17.164953293986713
FCCO,N/A,18607000,22929055,643000,N/A,N/A,2.4,-4526469,23133469,5243000,23850000,-22932000,918000,N/A,23257105,-4526469,0,2.43,-22932000,18607000,-22932000,18607000,23850000,N/A,0,N/A,N/A,1905030000,29203000,N/A,N/A,2066598000,N/A,1905030000,N/A,0,2066598000,2066598000,161568000,N/A,0,161568000,21657000,21657000,0,21657000,102602000,11037000,102602000,11037000,22095000,-91544000,22095000,-91544000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35666000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59565000,58922000,3050000,0.61,N/A,N/A,N/A,95231000,N/A,N/A,N/A,16265000,51337000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29.76,7689694,272,0,2026.9063180827884,12.4,1.4164023410576352,11.790886809269162,228845293.44,1.0848112628147588,2066598000,0.9003686251510937,11.516513170924936,11.516513170924936,NaN,21.9832285115304,0.381,N/A,-1837752706.56,-2001.9092664052287,Financial Services,Banks - Regional,16820,EQUITY,500563.2,8.06%,68408.08823529411,0,0,1,1,1,0,0,0,0,0,0,1,0,1,11,1.1458428311245372,17.145842831124536
UBCP,N/A,7566000,16499374,488000,N/A,N/A,1.3,262000,7304000,-90000,7476000,29756000,37232000,32335000,5449575,262000,0,1.3,29756000,7566000,29756000,7566000,7476000,337000,0,N/A,N/A,800286000,30171000,N/A,N/A,866756000,N/A,800286000,N/A,0,866756000,866756000,66470000,N/A,0,66470000,7231000,9080000,0,9080000,33116000,9222000,33116000,9222000,7874000,-34464000,7874000,-34464000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5194000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25915000,25427000,-1428000,0.9099999999999999,N/A,N/A,N/A,40966000,N/A,N/A,N/A,N/A,23040000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.79,5774011,115,0,20.321229050279328,11.376923076923076,1.2847543657289,12.039807431924176,85397622.69,1.0830578068340568,866756000,0.8729100231206938,11.382578606890327,11.382578606890327,NaN,-1.2038523274478332,0.413,N/A,-781358377.31,-20.98620480527503,Financial Services,Banks - Regional,2523,EQUITY,37315.17,8.79%,65791.30434782608,0,0,1,1,1,0,0,0,0,0,0,0,0,1,12,1.1113813128500976,17.1113813128501
SD,N/A,66143000,110392000,N/A,N/A,3491000,1.78,0,66143000,-6793000,55859000,100071000,155930000,N/A,110503000,0,0,1.7999999999999998,100071000,66143000,96580000,66143000,59350000,N/A,482343000,N/A,N/A,62862000,N/A,N/A,134123000,136630000,N/A,126524000,N/A,0,618973000,618973000,492449000,60452000,63662000,492449000,0,66143000,0,66143000,-23775000,94443000,-23775000,94443000,8506000,-62162000,8506000,-62162000,N/A,N/A,N/A,N/A,N/A,2410000,N/A,N/A,N/A,N/A,N/A,N/A,-6793000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2507000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.31,36773746,104,0,42.418392868594886,8.039325842696629,1.0686026477056507,0.25692812859808833,526232305.26,2.1734911393210523,2507000,10.6859265266821,13.431441631519203,13.431441631519203,NaN,-11.445661331086773,0.499,N/A,523725305.26,3.3587206134804077,Energy,Oil & Gas E&P,89340,EQUITY,1278455.4000000001,12.44%,635990.3846153846,0,0,1,1,1,-10,1,1,0,0,0,0,0,0,19,2.7021417747333887,16.702141774733388
BSVN,N/A,43394000,28347105,700000,N/A,N/A,4.529999999999999,0,43394000,13932000,57326000,70940000,128266000,N/A,28740852,0,0,4.619999999999999,70940000,43394000,70940000,43394000,57326000,N/A,0,N/A,N/A,1649699000,21057000,N/A,N/A,1891435000,N/A,1649699000,N/A,0,1891435000,1891435000,241736000,N/A,0,241736000,1096000,44490000,0,44490000,103144000,50169000,103144000,50169000,55048000,-98265000,55048000,-98265000,N/A,N/A,N/A,N/A,N/A,N/A,784000,N/A,N/A,N/A,N/A,N/A,-230000,N/A,N/A,N/A,87339000,86639000,N/A,N/A,N/A,N/A,N/A,128266000,N/A,N/A,N/A,9070000,38383000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41.14,9453390,124,0,33.83125691921476,9.081677704194261,1.6088313887877685,6.824382797762849,388912464.6,1.1465333979107704,1891435000,2.294236915357916,17.950987854518978,17.950987854518978,NaN,24.30310853713847,0.945,N/A,-1502522535.4,-11.714113914833238,Financial Services,Banks - Regional,15048,EQUITY,619074.72,11.01%,349951.6129032258,0,0,1,1,1,-10,0,0,1,1,0,1,0,1,17,2.468417049068022,16.468417049068023
HTCO,118981000,7769000,27166645,N/A,68272000,-4307000,0.5700000000000001,0,7769000,5366000,17442000,171002000,187253000,56925000,27283974,0,0,N/A,135816000,10394000,174118000,7769000,13135000,N/A,39290000,51592000,N/A,34932000,178069000,134255000,14223000,49669000,1043000,220779000,3586000,0,270623000,270623000,49844000,31346000,185847000,49844000,7847000,7847000,0,7847000,-6697000,36411000,-6697000,36411000,2281000,-27433000,2281000,-27433000,N/A,N/A,N/A,N/A,31650000,N/A,3827000,N/A,4319000,29553000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78000,0.595,N/A,N/A,N/A,N/A,41835000,2753000,N/A,N/A,N/A,N/A,N/A,68272000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.966,7385324,31,0.6354023700554864,4.148932193342697,15.729824561403506,1.3284811609020142,4.429399727148704,66216814.984,1.4218767891904271,2753000,2.870783340662102,15.586630286493861,5.64587531708483,0,40.852683669585076,-0.55,N/A,197718814.984,1.0558913073969443,Industrials,Marine Shipping,26054,EQUITY,233600.164,6.36%,250612.90322580645,1,1,0,0,1,0,0,0,1,0,1,1,0,1,7,2.2748975090038064,16.274897509003807
PMTS,164424000,14372000,33908342,N/A,351152000,N/A,1.1999999999999997,0,14372000,5401000,52485000,495803000,515576000,N/A,35811768,0,0,1.2800000000000002,111939000,14372000,495803000,14372000,19773000,5223000,195717000,41832000,175973000,82454000,N/A,308433000,126215000,211343000,85128000,432719000,29387000,0,407060000,407060000,-25659000,53067000,350265000,-25659000,2308000,14372000,0,14372000,15925000,46572000,15925000,46572000,1305000,-61192000,1305000,-61192000,N/A,N/A,N/A,N/A,N/A,N/A,19744000,N/A,N/A,106716000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.21,11387538,1500,0.3189132155104194,2.7875618725464335,12.675000000000004,-6.750241746755525,0,173204452.98000002,2.5631624906008197,0,3.530683437331106,0,5.082504049170009,0,27.315025539877613,1.189,N/A,481637452.98,0.9341735320883827,Financial Services,Credit Services,24638,EQUITY,374743.98000000004,7.89%,9581.333333333334,1,0,0,0,1,0,1,0,0,0,1,1,0,1,10,0.18243309037363117,16.18243309037363
FCAP,N/A,14750000,3352852161,794000,N/A,N/A,4.4,0,14750000,3275000,18037000,-8769000,18511000,N/A,3361183459,0,9000,4.4,-10927000,14759000,0,14759000,18511000,1119000,0,N/A,N/A,1102928000,13932000,N/A,N/A,1235477000,N/A,1102928000,N/A,108000,1235477000,1235477000,132441000,N/A,0,132549000,9321000,24080000,9000,24071000,26807000,20116000,26807000,20116000,22238000,-24685000,22238000,-24685000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-101000,N/A,N/A,N/A,40357000,39563000,N/A,N/A,N/A,N/A,N/A,55236000,N/A,N/A,N/A,8106000,29286000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59.87,3347627,212,0,79.7309707741343,13.60681818181818,1.5120629238243968,8.320907739779251,200422428.48999998,1.1201791957407918,1235477000,1.1945993328892404,11.13475016786245,11.13475016786245,NaN,17.69218302630868,0.654,N/A,-1035054571.51,-55.91564861487764,Financial Services,Banks - Regional,6119,EQUITY,366344.52999999997,7.35%,69617.92452830188,0,0,1,1,1,0,0,0,0,0,0,1,1,1,9,1.161494492303378,16.16149449230338
BTMD,N/A,8188000,31331973,N/A,N/A,184000,0.22,0,8188000,-765000,8267000,39505000,47956000,13538000,36708867,0,1028000,0.26,39689000,9216000,39505000,9216000,8451000,N/A,54201000,15795000,39564000,56308000,10063000,104688000,37534000,57123000,16446000,176791000,4359000,7284000,111324000,111324000,-72751000,45914000,120483000,-65467000,0,9216000,0,9216000,-4935000,14072000,-4935000,14072000,8447000,-690000,8447000,-690000,N/A,N/A,N/A,N/A,N/A,6035000,4574000,N/A,N/A,26151000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,3143000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.68,30680960,217,0,19.21761614813579,12.181818181818182,-1.2559758779232286,0,82224972.80000001,1.0144739646231442,3143000,8.278538320577773,0,23.497616073022108,NaN,-9.052183173588926,1.156,N/A,183769972.8,3.832053815997998,Healthcare,Medical Care Facilities,133695,EQUITY,358302.60000000003,8.21%,42470.04608294931,0,0,1,0,1,0,0,0,0,1,0,0,0,1,11,0.7670317931009059,15.767031793100905
FRD,14329000,11461000,N/A,N/A,496121000,10000,1.62,49000,11345000,3457000,14587000,496343000,510450000,N/A,N/A,49000,0,1.62,54048000,11461000,495532000,11461000,14918000,3457000,79964000,N/A,6783000,71377000,73181000,N/A,69759000,231325000,161566000,172016000,N/A,0,311289000,311289000,139273000,68411000,100639000,139273000,4193000,11461000,0,11461000,46120000,6789000,46120000,6789000,2538000,-50371000,2538000,-50371000,N/A,N/A,N/A,N/A,N/A,2966000,N/A,N/A,2835000,19467000,N/A,3251000,206000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.67,7112182,271,0.02807130962875894,2.2452737780389853,12.75925925925926,1.0555441610362384,1.2350994090742642,147008801.94,3.240889922524062,0,3.681787663553804,8.229161431146023,8.229161431146023,0,23.173347633731062,1.555,N/A,147008801.94,0.28799843655598,Basic Materials,Steel,10320,EQUITY,213314.40000000002,7.84%,42291.512915129155,0,0,0,0,1,0,1,0,0,0,1,1,0,1,10,0.7641412417900573,15.764141241790057
ESCA,63241000,12698000,13750000,N/A,178299000,N/A,0.92,0,12698000,4585000,18087000,224257000,241540000,N/A,13906000,0,0,0.9299999999999999,45154000,12698000,224257000,12698000,17283000,N/A,91183000,N/A,43831000,42850000,21716000,N/A,56265000,141277000,80662000,60133000,N/A,0,232460000,232460000,172327000,N/A,17283000,172327000,0,12698000,0,12698000,-21912000,28408000,-21912000,28408000,3083000,-3413000,3083000,-3413000,N/A,N/A,N/A,N/A,N/A,N/A,25636000,N/A,968000,42882000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4350000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.38,13803745,457,0.2618241285087356,5.2571002732466665,14.543478260869566,1.071765353659032,0.3489470599499788,184694108.10000002,3.2970128354725787,4350000,5.462445151854083,7.36854932773158,7.36854932773158,0,26.528959092750103,0.73,N/A,180344108.10000002,0.7466428256189452,Consumer Cyclical,Leisure,11058,EQUITY,147956.04,6.88%,27785.557986870896,1,0,0,0,1,0,1,0,0,0,1,1,1,1,8,0.5176083107809379,15.517608310780938
DHIL,N/A,46874814,2711712,N/A,N/A,N/A,17.23,0,46874814,17215624,43796351,84961409,149665296,N/A,2711712,0,613449,17.23,105868945,47488263,84961409,47488263,64703887,N/A,0,N/A,N/A,75304814,9692874,N/A,N/A,256267310,N/A,75304814,N/A,0,256267310,256267310,180944956,N/A,0,180944956,0,47488263,0,47488263,-22053254,-32232812,-22053254,-32232812,9303561,63589627,9303561,63589627,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15090806,N/A,N/A,64703887,N/A,N/A,N/A,N/A,N/A,N/A,17540,17540,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,169.22,2705296,127,0,31.72964225454109,9.821242019733024,2.5297517399406337,0.4161752593976701,457790189.12,3.403066768082051,256267310,18.53075329818696,26.24459064777688,26.24459064777688,NaN,26.606784844317005,0.846,N/A,201522879.12,1.346490365542056,Financial Services,Asset Management,29159,EQUITY,4934285.9799999995,10.18%,373923.3307086614,0,0,1,1,1,-10,1,1,1,1,0,1,0,0,15,2.500917255406515,15.500917255406515
HDSN,64327000,22735000,131184581,N/A,172520000,N/A,0.5100000000000001,0,22735000,7932000,26521000,206180000,236847000,3490000,135822360,0,0,0.5200000000000001,37806000,22735000,206180000,22735000,30667000,N/A,104587000,N/A,70174000,64033000,22781000,N/A,136945000,234359000,97414000,73057000,N/A,0,338946000,338946000,265889000,62196000,9024000,265889000,0,22735000,0,22735000,-11405000,50089000,-11405000,50089000,33194000,-5490000,33194000,-5490000,N/A,N/A,N/A,N/A,N/A,1837000,11632000,N/A,N/A,34316000,N/A,N/A,1998000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,43003185,237,0.2715972758785207,9.599023842396145,13.725490196078429,1.1321351955139176,0.27476503352902903,301022295,3.6599722018334298,0,6.707558136104276,8.55056057226888,8.55056057226888,0,25.864936250692928,0.801,N/A,301022295,1.2709567568936908,Basic Materials,Specialty Chemicals,165556,EQUITY,1158892,7.29%,95928.2700421941,1,0,0,0,1,0,1,0,0,0,1,1,0,0,9,1.4603155165496398,15.46031551654964
AOMR,N/A,17652000,23054134,0,N/A,N/A,0.77,0,17652000,307000,17959000,118530000,136489000,N/A,23633226,129000,0,0.7899999999999998,118530000,17652000,118530000,17652000,17959000,N/A,0,N/A,N/A,2373945000,N/A,2212101000,N/A,2638110000,N/A,2373945000,N/A,0,2638110000,2638110000,264165000,N/A,0,264165000,-555000,17097000,0,17097000,332523000,-379507000,332523000,-379507000,8700000,55684000,8700000,55684000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,129000,N/A,40068000,40068000,N/A,N/A,N/A,N/A,N/A,136489000,N/A,N/A,N/A,N/A,16746000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.67,24914035,800,0,12.932910344423359,11.25974025974026,0.8176885032082222,8.986599284538073,216004683.45,1.1112767987463905,2638110000,0.6691153894265213,6.682187269320311,0.7128474889208187,NaN,1.7094493011860348,1.284,N/A,-210004316.5500002,-1.5386171526643186,Real Estate,REIT - Mortgage,42536,EQUITY,368787.12,8.88%,22065,0,0,1,0,1,0,0,0,0,0,0,0,0,1,12,0.41476455414447505,15.414764554144474
PNRG,192679000,25202000,1651848,N/A,5857000,N/A,10.45,0,25202000,7741000,32943000,165593000,198536000,73843000,2415722,0,0,15.3,159736000,25202000,165593000,25202000,32943000,85893000,307982000,N/A,306247000,45269000,1735000,N/A,22794000,24036000,N/A,118233000,27114000,0,332018000,332018000,213785000,18155000,72964000,213785000,0,25202000,0,25202000,-18255000,108449000,-18255000,108449000,2107000,-88087000,2107000,-88087000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1242000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,175.64,1635000,78,0.9704990530684612,12.693919490671718,16.807655502392343,1.343271978857263,0.5530462848188601,287171400,0.5309593761735404,1242000,7.590552319452559,11.78847907944898,11.78847907944898,0,23.49816349452084,-0.081,N/A,285929400,1.4401891848329773,Energy,Oil & Gas E&P,108133,EQUITY,18992480.119999997,5.95%,323102.5641025641,1,1,1,0,1,0,0,0,0,0,1,1,0,0,6,2.426758104137201,14.426758104137201
CIVB,N/A,43836000,16519877,3494000,N/A,N/A,2.66,0,43836000,8029000,51865000,-33341000,18524000,N/A,N/A,389000,0,2.66,-33341000,43836000,-33341000,43836000,51865000,N/A,0,N/A,N/A,3614306000,40910000,N/A,N/A,4113334000,N/A,3614306000,N/A,0,4113334000,4113334000,499028000,N/A,0,499028000,-4557000,39279000,0,39279000,14002000,56057000,14002000,56057000,-11896000,-81955000,-11896000,-81955000,N/A,N/A,N/A,N/A,N/A,N/A,6756000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,133486000,129998000,N/A,N/A,N/A,N/A,N/A,218477000,N/A,N/A,N/A,33097000,111230000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.03,19312879,523,0,236.64435327143164,8.657894736842104,0.8912838625688339,7.242691792845291,444775603.37,1.138070213202756,4113334000,1.0657048515875445,8.78427663377606,8.78427663377606,NaN,15.480574568591535,0.692,N/A,-3668558396.63,-198.04353253239043,Financial Services,Banks - Regional,58436,EQUITY,1345781.08,11.55%,83816.44359464628,0,0,1,1,1,-10,0,0,0,0,0,1,1,0,18,1.332284729148673,14.332284729148673
UNTY,N/A,53989000,30114000,5791000,N/A,N/A,5.28,0,53989000,16323000,70312000,97713000,168025000,N/A,30702000,0,0,5.380000000000001,97713000,53989000,97713000,53989000,70312000,N/A,0,N/A,N/A,2542342000,18439000,N/A,N/A,2876365000,N/A,2542342000,N/A,0,2876365000,2876365000,334023000,N/A,0,334023000,834000,54823000,0,54823000,179099000,61094000,179099000,61094000,8985000,-231208000,8985000,-231208000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4410000,N/A,N/A,N/A,-796000,N/A,N/A,N/A,112154000,109171000,N/A,0.56,N/A,N/A,N/A,168025000,N/A,N/A,N/A,12799000,51658000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.5,10039444,228,0,32.131528046421664,9.943181818181818,1.5779476562991173,7.611278265269158,527070810,1.1313839758773603,2876365000,1.8769871000377212,16.163258218745415,16.163258218745415,NaN,23.21509841847764,0.649,N/A,-2349294190,-13.981813361106978,Financial Services,Banks - Regional,53154,EQUITY,2790585,10.06%,236793.8596491228,0,0,1,1,1,-10,0,0,1,1,0,1,1,0,15,2.2368421766942186,14.236842176694218
