Ticker,fixed_assets,other_current_liabilities,other_current_assets,equity_attributable_to_parent,inventory,liabilities_and_equity,noncurrent_assets,noncurrent_liabilities,long_term_debt,current_liabilities,other_noncurrent_liabilities,assets,other_noncurrent_assets,liabilities,current_assets,equity,accounts_payable,equity_attributable_to_noncontrolling_interest,comprehensive_income_loss_attributable_to_noncontrolling_interest,other_comprehensive_income_loss,comprehensive_income_loss_attributable_to_parent,comprehensive_income_loss,net_cash_flow_from_operating_activities,net_cash_flow_from_investing_activities,net_cash_flow,net_cash_flow_from_financing_activities_continuing,net_cash_flow_from_financing_activities,net_cash_flow_from_operating_activities_continuing,net_cash_flow_continuing,net_cash_flow_from_investing_activities_continuing,operating_income_loss,net_income_loss_attributable_to_noncontrolling_interest,other_operating_expenses,cost_of_revenue,operating_expenses,income_tax_expense_benefit,depreciation_and_amortization,net_income_loss,diluted_earnings_per_share,net_income_loss_attributable_to_parent,benefits_costs_expenses,provision_for_loan_lease_and_other_losses,revenues,basic_average_shares,costs_and_expenses,gross_profit,income_loss_from_continuing_operations_before_tax,preferred_stock_dividends_and_other_adjustments,diluted_average_shares,basic_earnings_per_share,nonoperating_income_loss,income_loss_from_continuing_operations_after_tax,participating_securities_distributed_and_undistributed_earnings_loss_basic,net_income_loss_available_to_common_stockholders_basic,exchange_gains_losses,research_and_development,income_loss_from_equity_method_investments,interest_expense_operating,income_loss_before_equity_method_investments,income_loss_from_discontinued_operations_net_of_tax,selling_general_and_administrative_expenses,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,accounts_receivable,intangible_assets,wages,undistributed_earnings_loss_allocated_to_participating_securities_basic,income_tax_expense_benefit_deferred,income_tax_expense_benefit_current,interest_income_expense_operating_net,interest_income_expense_after_provision_for_losses,other_comprehensive_income_loss_attributable_to_parent,cash,common_stock_dividends,redeemable_noncontrolling_interest,temporary_equity,temporary_equity_attributable_to_parent,interest_and_dividend_income_operating,cost_of_revenue_goods,prepaid_expenses,cost_of_revenue_services,net_cash_flow_from_investing_activities_discontinued,noninterest_expense,noninterest_income,interest_and_debt_expense,commitments_and_contingencies,other_comprehensive_income_loss_attributable_to_noncontrolling_interest,net_income_loss_attributable_to_nonredeemable_noncontrolling_interest,income_loss_from_discontinued_operations_net_of_tax_during_phase_out,noncurrent_prepaid_expenses,redeemable_noncontrolling_interest_preferred,net_income_loss_attributable_to_redeemable_noncontrolling_interest,interest_payable,redeemable_noncontrolling_interest_common,other_operating_income_expenses,long_term_investments,net_cash_flow_from_financing_activities_discontinued,stockPrice,totalShares,totalEmployees,grossMargin,netProfitMargin,peRatio,priceToBookRatio,debtToEquity,marketCap,currentRatio,cashAndCashEquivalents,ROA,returnOnEquity,ROIC,researchAndDevelopment,incomeTaxExpenses,beta,quickRatio,enterpriseValue,enterpriseToRevenue,sector,industry,volume,quoteType,priceVolume,earningsYield,profitPerEmployee,grossMarginCheck1,grossMarginCheck2,netProfitMarginCheck1,netProfitMarginCheck2,peTimesPriceToBookRatioCheck,marketCapCheck,currentRatioCheck,ROACheck,returnOnEquityCheck,ROICCheck,researchAndDevelopmentCheck,incomeTaxExpensesCheck,betaCheck,priceVolumeCheck,earningsYieldCheck,profitPerEmployeeCheck,totalPasses
CFFI,39259000,N/A,N/A,253283000,N/A,2711292000,0,0,N/A,2457405000,N/A,2711292000,N/A,2457405000,2711292000,253887000,N/A,604000,133000,5066000,31237000,31370000,57755000,-136531000,46898000,125674000,125674000,57755000,46898000,-136531000,32212000,133000,100827000,N/A,104795000,5908000,3968000,26304000,8.07,26171000,104795000,11500000,137007000,9687389,104795000,N/A,32212000,0,3212888,8.079999999999998,N/A,26304000,0,26171000,N/A,N/A,N/A,4032000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,103792000,92292000,N/A,N/A,N/A,N/A,N/A,N/A,148621000,N/A,N/A,N/A,N/A,93295000,33215000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.2,3238232,545,0,19.199019028224836,8.82280049566295,0.908128885685364,9.67912890380366,230562118.4,1.1033150823734794,2711292000,0.9701647775304172,10.360514717177328,10.360514717177328,NaN,18.34099093505526,0.345,N/A,-2480729881.6,-18.106592229594106,Financial Services,Banks - Regional,2241,EQUITY,159559.2,1.6192894219640717,48264.220183486235,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-2,0.8587972600725238,2.8587972600725235
BOTJ,18834000,N/A,N/A,76972000,N/A,1020125000,0,0,N/A,943153000,N/A,1020125000,N/A,943153000,1020125000,76972000,N/A,0,0,9956000,9956000,9956000,11572000,-34590000,-23756000,-738000,-738000,11572000,-23756000,-34590000,9726000,0,N/A,N/A,-5651000,1809000,N/A,7917000,1.75,7917000,-5651000,-372000,4075000,4543338,-5651000,N/A,9726000,0,4543338,1.75,N/A,7917000,0,7917000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31955000,32327000,2039000,N/A,N/A,N/A,N/A,N/A,46279000,N/A,N/A,N/A,N/A,37944000,15343000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.21,4543338,173,0,194.28220858895708,10.405714285714286,1.0748607932754768,12.253195967364755,82734184.98,1.0816113610411036,1020125000,0.7760813625781154,10.285558384867224,10.285558384867224,NaN,18.599629858112277,0.105,N/A,-937390815.02,-230.03455583312882,Financial Services,Banks - Regional,430,EQUITY,7830.3,1.4620324425173143,45763.00578034682,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-3,0.8196752135740895,2.8196752135740892
FRD,73181000,68411000,69759000,139273000,161566000,311289000,79964000,100639000,N/A,71377000,N/A,311289000,6783000,172016000,231325000,139273000,N/A,0,0,4193000,11461000,11461000,6789000,-50371000,2538000,46120000,46120000,6789000,2538000,-50371000,14587000,0,N/A,496121000,54048000,3457000,3457000,11461000,1.62,11461000,495532000,N/A,510450000,N/A,496343000,14329000,14918000,116000,N/A,1.62,10000,11461000,116000,11345000,N/A,N/A,N/A,2835000,N/A,N/A,19467000,N/A,N/A,N/A,N/A,2966000,N/A,206000,3251000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.67,7112182,271,0.02807130962875894,2.2452737780389853,12.75925925925926,1.0555441610362384,1.2350994090742642,147008801.94,3.240889922524062,0,3.681787663553804,8.229161431146023,8.229161431146023,0,23.173347633731062,1.555,N/A,147008801.94,0.28799843655598,Basic Materials,Steel,10320,EQUITY,213314.40000000002,1.2695793539484974,42291.512915129155,0,0,0,0,1,0,1,0,0,0,1,1,0,1,-3,0.7641412417900573,2.7641412417900573
TSBK,21490000,N/A,N/A,256664000,N/A,1957192000,0,0,N/A,1700528000,N/A,1957192000,N/A,1700528000,1957192000,256664000,N/A,0,0,-795000,26275000,26275000,26692000,-21045000,34714000,29067000,29067000,26692000,34714000,-21045000,N/A,0,N/A,N/A,N/A,6780000,N/A,27070000,3.39,27070000,0,1203000,100701000,7901232,0,N/A,100701000,0,7934751,3.41,N/A,27070000,0,27070000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68352000,67149000,N/A,N/A,N/A,N/A,N/A,N/A,100701000,N/A,N/A,N/A,N/A,44490000,11191000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.82,7880773,280,0,26.881560262559457,10.566371681415928,1.0998398250631174,6.625502602624443,282289288.86,1.150931945842703,1957192000,1.3831039570977195,10.546862824548827,10.546862824548827,NaN,6.732803050615188,0.349,N/A,-1674902711.1399999,-16.632433750806843,Financial Services,Banks - Regional,11170,EQUITY,400109.4,1.4474181965976682,96678.57142857143,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-3,1.4677501299316014,2.467750129931601
ARTNA,3584000,16760000,N/A,248843000,N/A,833908000,814331000,82644000,N/A,28972000,N/A,833908000,810747000,585065000,19577000,248843000,12212000,0,0,0,22532000,22532000,36583000,-55401000,-9998000,8820000,8820000,36583000,-9998000,-55401000,27663000,0,N/A,N/A,84113000,7820000,N/A,22532000,2.19,22532000,0,241000,111776000,30923000,84113000,N/A,69066000,0,30932000,2.19,N/A,22532000,0,22532000,N/A,N/A,N/A,8758000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1399000,N/A,N/A,N/A,N/A,N/A,1.2155,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.775,10313145,249,0,20.158173489836816,14.509132420091325,1.3168953210457999,2.3511410809225093,327700182.375,0.6757213861659533,19577000,2.701976716856056,9.054705175552456,9.054705175552456,NaN,11.32250311296441,0.321,N/A,308123182.375,2.7566130687714714,Utilities,Utilities - Regulated Water,16163,EQUITY,513579.32499999995,1.1525143493458556,90489.95983935743,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-3,1.404731086273476,2.4047310862734763
NECB,25507000,N/A,N/A,344043000,N/A,2056246000,0,0,170000000,1712203000,N/A,2056246000,N/A,1712203000,2056246000,344043000,N/A,0,0,11874000,11874000,11874000,14050000,-77808000,4964000,68722000,68722000,14050000,4964000,-77808000,16602000,0,N/A,N/A,22677000,4737000,N/A,11865000,0.87,11865000,22677000,0,39279000,13252000,22677000,N/A,16602000,0,13632000,0.9,N/A,11865000,0,11865000,N/A,N/A,N/A,1401000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-82000,N/A,25939000,25939000,9000,N/A,0.4,N/A,N/A,N/A,39279000,N/A,N/A,N/A,N/A,10351000,1014000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.96,13483693,143,0,30.206980829450853,26.390804597701152,0.8998456334818613,4.976712213298919,309585591.28000003,1.2009358703378046,2056246000,0.5770223990709282,3.44869681987426,2.308172662598265,NaN,28.532706902782795,0.421,N/A,-1576660408.72,-40.14003433692304,Financial Services,Banks - Regional,30707,EQUITY,705032.72,0.6917564377651684,82972.02797202797,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-4,1.3227727453644955,2.3227727453644955
FLXS,36440000,52617000,88395000,172184000,86972000,281474000,106107000,50784000,N/A,58506000,N/A,281474000,69667000,109290000,175367000,172184000,N/A,0,0,0,23341000,23341000,38695000,7347000,32845000,-13197000,-13197000,38695000,32845000,7347000,29555000,0,N/A,345982000,71968000,7007000,N/A,23341000,4.11,23341000,101061000,N/A,447505000,15834000,417559000,101523000,130697000,0,16557000,4.43,N/A,23341000,0,23341000,N/A,N/A,N/A,19000,N/A,N/A,67335000,N/A,N/A,N/A,N/A,5889000,N/A,-499000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.81,5340446,1400,0.22686450430721444,5.215807644607323,9.929440389294404,1.2657598920921806,0.6347279654323282,217943601.26000002,2.9974190681297643,0,8.292417772156575,13.5558472331924,13.5558472331924,0,5.361255422848267,0.565,N/A,217943601.26000002,0.4870193657277573,Consumer Cyclical,"Furnishings, Fixtures & Appliances",34967,EQUITY,1427003.27,1.5067617737489993,16672.14285714286,1,0,0,0,1,0,1,0,0,0,1,0,0,0,-2,0.31551250020768745,2.3155125002076873
FINW,N/A,N/A,N/A,187765000,N/A,899929000,0,0,N/A,712164000,N/A,899929000,N/A,712164000,899929000,187765000,N/A,0,0,-290000,14679000,14679000,-35844000,-137420000,19859000,193123000,193123000,-35844000,19859000,-137420000,19964000,0,56853000,N/A,61640000,4995000,4787000,14969000,1.05,14969000,61640000,24738000,81604000,12802126,61640000,N/A,19964000,637000,13591557,1.12,N/A,14969000,1274000,14332000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,637000,N/A,N/A,63142000,38404000,N/A,N/A,N/A,N/A,N/A,N/A,81604000,N/A,N/A,N/A,N/A,60242000,41802000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.84,13586921,196,0,18.343463555708052,16.99047619047619,1.2909257350411418,3.7928474422815754,242390670.64,1.2636541583118495,899929000,1.663353442327117,7.972199291667777,7.972199291667777,NaN,25.02003606491685,0.821,N/A,-657538329.36,-8.05767277780501,Financial Services,Banks - Regional,6611,EQUITY,117940.24,1.0159859457197524,76372.44897959183,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-3,1.2456619556688144,2.2456619556688144
BPRN,17148000,N/A,N/A,266607000,N/A,2229090000,0,0,0,1962483000,N/A,2229090000,N/A,1962483000,2229090000,266607000,N/A,0,0,18015000,18015000,18015000,13698000,9669000,-108166000,-131533000,-131533000,13698000,-108166000,9669000,22586000,0,N/A,N/A,109870000,4827000,N/A,17759000,2.6100000000000003,17759000,109870000,6992000,132456000,13780000,109870000,N/A,22586000,0,312549,2.62,N/A,17759000,0,17759000,N/A,N/A,N/A,58000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1372000,N/A,75193000,68201000,256000,N/A,N/A,N/A,N/A,N/A,132456000,N/A,N/A,N/A,N/A,53991000,8376000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.28,6762859,241,0,13.40747116023434,13.517241379310343,0.894926485501131,7.3609582644116625,238593665.52,1.1358518774430149,2229090000,0.7966928208372026,6.6611154245762485,6.6611154245762485,NaN,21.37164615248384,0.509,N/A,-1990496334.48,-15.027604143866643,Financial Services,Banks - Regional,6084,EQUITY,214643.52000000002,1.2164628267592408,73688.79668049792,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-3,1.2128684937475616,2.2128684937475613
UBCP,30171000,N/A,N/A,66470000,N/A,866756000,0,0,N/A,800286000,N/A,866756000,N/A,800286000,866756000,66470000,N/A,0,0,7231000,9080000,9080000,9222000,-34464000,7874000,33116000,33116000,9222000,7874000,-34464000,7476000,0,32335000,N/A,29756000,-90000,337000,7566000,1.3,7566000,29756000,488000,37232000,5449575,29756000,N/A,7476000,262000,5449575,1.3,N/A,7566000,262000,7304000,N/A,N/A,N/A,5194000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25915000,25427000,-1428000,N/A,0.9099999999999999,N/A,N/A,N/A,40966000,N/A,N/A,N/A,N/A,23040000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.79,5774011,115,0,20.321229050279328,11.376923076923076,1.2847543657289,12.039807431924176,85397622.69,1.0830578068340568,866756000,0.8729100231206938,11.382578606890327,11.382578606890327,NaN,-1.2038523274478332,0.413,N/A,-781358377.31,-20.98620480527503,Financial Services,Banks - Regional,2523,EQUITY,37315.17,1.377152498057505,65791.30434782608,0,0,1,1,1,0,0,0,0,0,0,0,0,1,-3,1.1113813128500976,2.1113813128500976
NL,23982000,31928000,143349000,375377000,30951000,500202000,325902000,71756000,N/A,35174000,N/A,500202000,301920000,106930000,174300000,393272000,3246000,17895000,2432000,6754000,16449000,18881000,-23272000,1424000,-52654000,-30806000,-30806000,-23272000,-52654000,1424000,41493000,2432000,N/A,111859000,5652000,2339000,N/A,12127000,0.19999999999999984,9695000,144538000,N/A,159004000,48856000,144538000,47145000,14466000,0,48856000,0.19999999999999987,N/A,12127000,0,9695000,N/A,N/A,-12654000,N/A,27120000,N/A,25317000,N/A,N/A,N/A,N/A,N/A,N/A,2119000,N/A,N/A,N/A,N/A,N/A,0.5599999999999999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.46,48862734,3034,0.296501974793087,7.626852154662776,27.300000000000022,0.6783867848206838,0.2718983299090706,266790527.64,4.955364758059931,0,2.424420534104222,3.0836164283244165,3.0836164283244165,0,16.168947877782387,0.267,N/A,266790527.64,1.6778856358330607,Industrials,Security & Protection Services,19691,EQUITY,107512.86,0.6705933674770748,3997.0336189848385,1,0,0,0,1,0,1,0,0,0,1,1,0,1,-4,0.07629710481788553,2.0762971048178853
SGC,38830000,35093000,174374000,193836000,105655000,415272000,135243000,126065000,100000000,95371000,26065000,415272000,47973000,221436000,280029000,193836000,45727000,0,0,5763000,5763000,5763000,10201000,-8931000,-1799000,-3069000,-3069000,10201000,-1799000,-8931000,6596000,0,N/A,352212000,206209000,970000,12470000,5626000,0.36,5626000,558421000,N/A,565017000,14939964,558421000,212805000,6596000,0,15337614,0.37,N/A,5626000,0,5626000,N/A,N/A,N/A,5334000,N/A,N/A,200875000,N/A,N/A,N/A,48440000,14551000,N/A,N/A,N/A,N/A,N/A,137000,N/A,0.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.17,15968792,7200,0.37663468532805205,0.995722252604789,28.25,0.8378351526032316,1.1423884108215192,162402614.64,2.936207023099265,0,1.3547747018821399,2.902453620586475,1.9146734913353027,0,14.705882352941178,1.47,N/A,262402614.64,0.4644154328807806,Consumer Cyclical,Apparel Manufacturing,36636,EQUITY,372588.12,0.6497687303716999,781.3888888888889,1,0,0,0,1,0,1,0,0,0,1,1,0,1,-4,0.014923124782483624,2.0149231247824835
REFI,N/A,N/A,N/A,309914679,N/A,427077164,0,0,49274644,117162485,N/A,427077164,N/A,117162485,427077164,309914679,N/A,0,0,0,35772918,35772918,24101247,-25253101,22160104,23311958,23311958,24101247,22160104,-25253101,35772920,0,N/A,N/A,19447651,0,N/A,35772918,1.69,35772918,19447651,932724,55220571,21164506,19447651,N/A,35772918,0,21595647,1.72,N/A,35772918,0,35772918,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55220571,54287847,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19447651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.13,21075298,N/A,0,64.7818690610787,7.76923076923077,0.8928865958620824,0.3780475496612408,276718662.74,3.6451699022942368,427077164,8.376218869899587,11.542827889091372,9.959348930870087,NaN,0,0.266,N/A,-101083857.25999999,-1.8305471209270905,Real Estate,REIT - Mortgage,92021,EQUITY,1208235.73,1.7385180511628633,N/A,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-2,0,2
RWAY,N/A,N/A,N/A,489526000,N/A,963346000,0,0,443506000,473820000,N/A,963346000,N/A,473820000,963346000,489526000,N/A,0,0,0,54904000,54904000,179570000,-4300000,-2000,-175272000,-175272000,179570000,-4000,-4298000,-21263000,0,N/A,N/A,81167000,N/A,N/A,54904000,1.46,54904000,0,N/A,59904000,36422349,81167000,N/A,59904000,0,36422349,1.46,N/A,54904000,0,54904000,N/A,N/A,N/A,43801000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.93,36134037,N/A,0,91.65331196581197,6.116438356164384,0.6591620269607743,0.9679159023218379,322676950.40999997,2.0331476087965896,963346000,5.699302223707785,11.215747478172764,5.884471272153581,NaN,0,0.595,N/A,-197163049.59000003,-3.2913169335937504,Financial Services,Asset Management,279075,EQUITY,2492139.75,1.9516072087587448,N/A,0,0,1,1,1,0,1,0,0,0,0,0,0,0,-2,0,2
UNB,19980000,N/A,N/A,77679000,N/A,1573917000,0,0,N/A,1496238000,N/A,1573917000,N/A,1496238000,1573917000,77679000,N/A,0,0,14799000,17800000,17800000,19816000,-72411000,-11788000,40807000,40807000,19816000,-11788000,-72411000,N/A,0,N/A,N/A,N/A,932000,N/A,11333000,2.47,11333000,0,1116000,74813000,4550307,0,N/A,74813000,0,4587619,2.5,N/A,11333000,0,11333000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1831000,N/A,42314000,41198000,-699000,N/A,N/A,N/A,N/A,N/A,74813000,N/A,N/A,N/A,N/A,40268000,11335000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.52,4582423,201,0,15.148436769010734,9.522267206477732,1.3874868234658015,19.26180821071332,107778588.96,1.0519162058442575,1573917000,0.7200506761157036,14.589528701450844,14.589528701450844,NaN,1.2457727934984562,0.379,N/A,-1466138411.04,-19.597374935372194,Financial Services,Banks - Regional,6801,EQUITY,159959.52,1.5467271734051127,56383.08457711443,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-2,0.9805214950965462,1.9805214950965462
NCSM,N/A,17441000,67239000,110137000,44097000,162024000,50688000,9546000,N/A,25365000,N/A,162024000,44397000,34911000,111336000,127113000,7924000,16976000,1855000,-387000,11872000,13727000,19687000,-4849000,9454000,-5384000,-5384000,19687000,9454000,-4849000,8259000,1855000,108074000,N/A,169741000,-1514000,N/A,14114000,4.55,12259000,165400000,-9000,178000000,5179000,165400000,N/A,12600000,0,5501000,4.77,4341000,14114000,0,12259000,N/A,N/A,N/A,N/A,N/A,N/A,59667000,N/A,N/A,N/A,6291000,N/A,N/A,-2098000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.41,2540920,252,0,7.929213483146068,8.881318681318682,0.8077740058058577,0.27464539425550494,102678577.19999999,4.389355410999409,0,8.711055152323112,11.10350632901434,11.10350632901434,NaN,-12.015873015873016,0.514,N/A,102678577.19999999,0.5768459393258426,Energy,Oil & Gas Equipment & Services,4991,EQUITY,201686.30999999997,1.613023314661861,56007.93650793651,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-2,0.9750762638530996,1.9750762638530996
SFBC,4421000,N/A,N/A,107450000,N/A,1060163000,0,0,N/A,952713000,N/A,1060163000,N/A,952713000,1060163000,107450000,N/A,0,0,6793000,6793000,6793000,5309000,-5587000,-47774000,-47496000,-47496000,5309000,-47774000,-5587000,8398000,0,43993000,N/A,49612000,1563000,N/A,6835000,2.65,6835000,49612000,36000,58010000,5113449,49612000,N/A,8398000,32000,5157858,2.66,N/A,6835000,55000,6803000,N/A,N/A,N/A,N/A,N/A,N/A,5619000,N/A,N/A,N/A,N/A,N/A,23000,N/A,N/A,34487000,34451000,-42000,N/A,0.76,N/A,N/A,N/A,58010000,N/A,N/A,N/A,N/A,30311000,4258000,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.61,2388038,123,0,11.78245130149974,16.456603773584906,0.969216725732899,8.866570497906002,104142337.17999999,1.1127831781449398,1060163000,0.6447121810514044,6.36109818520242,6.36109818520242,NaN,18.6115741843296,0.097,N/A,-956020662.82,-16.480273449750044,Financial Services,Banks - Regional,1163,EQUITY,50718.43,1.042844194615704,55569.10569105691,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-3,0.9686845454227038,1.9686845454227038
SIGA,1196803,19809423,179739466,203478876,48006005,231603076,3857605,3281879,N/A,24842321,N/A,231603076,2660802,28124200,227745471,203478876,5032898,0,0,0,74469376,74469376,116642361,-332308,72685828,-43624225,-43624225,116642361,72685828,-332308,90287837,0,N/A,40846004,41115800,22458623,N/A,74469376,1.0299999999999998,74469376,75321642,N/A,172249641,71562137,81961804,131403637,96927999,0,71853559,1.04,6640162,74469376,0,74469376,N/A,18258787,N/A,N/A,N/A,N/A,22857013,N/A,N/A,N/A,N/A,N/A,N/A,10544312,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.27,71611302,45,0.7628674070792403,43.23339983042403,6.087378640776699,2.20663133376066,0.1382168043821905,449002863.53999996,9.167640616188802,0,32.15388037419676,36.59808696800547,36.59808696800547,13.895191500673606,23.17041848764463,0.997,N/A,449002863.53999996,2.606698399679103,Healthcare,Drug Manufacturers - Specialty & Generic,310607,EQUITY,1947505.89,1.9556514149199615,1654875.0222222223,1,1,1,1,1,-10,1,1,1,1,1,1,0,0,-2,2.8847320937688097,1.8847320937688097
MVBF,N/A,N/A,N/A,327752000,N/A,3232953000,0,0,N/A,2905201000,N/A,3232953000,N/A,2905201000,3232953000,327752000,N/A,0,0,12630000,29766000,29766000,-2564000,-62730000,-99337000,-34043000,-34043000,-2564000,-99337000,-62730000,23427000,0,N/A,N/A,20793000,6291000,N/A,17136000,1.32,17136000,20793000,4427000,44220000,12615475,20793000,N/A,23427000,0,13010527,1.36,N/A,17136000,0,17136000,N/A,N/A,2395000,N/A,21032000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,102000,N/A,26573000,22146000,N/A,N/A,0.17,N/A,N/A,N/A,44220000,N/A,N/A,N/A,N/A,33331000,34612000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.98,12584334,453,0,38.7516960651289,19.68181818181818,0.997525559935561,8.864022187507627,326940997.32,1.1128156020874287,3232953000,0.5300417296508796,5.228343381581196,5.228343381581196,NaN,26.853630426431042,0.944,N/A,-2906012002.68,-65.71714162550882,Financial Services,Banks - Regional,22994,EQUITY,597384.12,0.8978118625123824,37827.81456953642,0,0,1,1,1,0,0,0,0,0,0,1,0,1,-4,0.6906845009668722,1.690684500966872
NEWT,N/A,N/A,N/A,386707000,N/A,2399099000,0,0,748549000,2012392000,N/A,2399099000,N/A,2012392000,2399099000,386707000,N/A,0,0,17898000,17898000,17898000,-167318000,-69800000,3642000,240760000,240760000,-167318000,3642000,-69800000,N/A,0,N/A,N/A,N/A,7165000,N/A,17901000,0.67,17901000,0,7712000,14549000,25600000,0,N/A,14549000,472000,26043000,0.68,N/A,17901000,472000,17429000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5536000,N/A,14549000,6837000,-3000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42159000,60388000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.48,28887295,591,0,123.03938415011342,17.134328358208954,0.857564374578169,5.2039192463544754,331626146.6,1.192162858926094,2399099000,0.7461551190676166,4.629086103949502,1.5768249628277675,NaN,49.247370953330126,1.326,N/A,-1318923853.4,-90.6539180287305,Financial Services,Banks - Regional,151698,EQUITY,1741493.04,1.0089616083183492,30289.34010152284,0,0,1,1,1,0,0,0,0,0,0,1,0,0,-3,0.5617071431133871,1.561707143113387
